chr1	39254298	39254648	.	.	.
chr1	39283409	39283515	.	.	.
chr1	39285083	39285210	.	.	.
chr1	39293458	39293619	.	.	.
chr1	39297620	39297745	.	.	.
chr1	39300210	39300362	.	.	.
chr1	39315513	39315691	.	.	.
chr1	39319664	39319747	.	.	.
chr1	39327218	39327353	.	.	.
chr1	39331138	39336653	.	.	.
chr1	39340502	39340717	.	.	.
chr1	39346977	39347210	.	.	.
chr1	39357375	39357893	.	.	.
chr1	39368148	39368314	.	.	.
chr1	39387187	39388658	.	.	.
chr1	39422730	39422900	.	.	.
chr1	39424028	39424194	.	.	.
chr1	39435558	39436007	.	.	.
chr1	39439274	39439500	.	.	.
chr1	39442147	39442320	.	.	.
chr1	39442412	39442567	.	.	.
chr1	39442714	39442911	.	.	.
chr1	39447692	39447898	.	.	.
chr1	39454909	39455097	.	.	.
chr1	39456706	39459249	.	.	.
chr2	201266461	201266791	.	.	.
chr2	201271516	201271621	.	.	.
chr2	201272638	201272942	.	.	.
chr2	201276827	201277104	.	.	.
chr2	201284816	201285317	.	.	.
chr2	201286459	201287711	.	.	.
chr2	60457198	60462424	.	.	.
chr2	60468732	60468833	.	.	.
chr2	224478200	224480124	.	.	.
chr2	224500363	224500487	.	.	.
chr2	224503652	224504324	.	.	.
chr2	224506858	224507003	.	.	.
chr2	224511354	224511582	.	.	.
chr2	224513524	224513638	.	.	.
chr2	224514612	224514772	.	.	.
chr2	224535528	224535641	.	.	.
chr2	224584944	224585397	.	.	.
chr3	179198750	179199179	.	.	.
chr3	179203544	179203789	.	.	.
chr3	179204503	179204588	.	.	.
chr3	179210186	179210338	.	.	.
chr3	179218210	179218334	.	.	.
chr3	179219551	179219735	.	.	.
chr3	179220986	179221157	.	.	.
chr3	179229272	179229442	.	.	.
chr3	179230004	179230121	.	.	.
chr3	179230225	179230376	.	.	.
chr3	179234094	179240093	.	.	.
chr4	1900619	1901251	.	.	.
chr4	1935144	1935262	.	.	.
chr4	1952752	1953524	.	.	.
chr4	1955161	1955340	.	.	.
chr4	1955983	1956188	.	.	.
chr4	1959471	1959740	.	.	.
chr4	1974787	1975004	.	.	.
chr4	1978638	1982207	.	.	.
chr5	87267888	87269055	.	.	.
chr5	87337972	87338091	.	.	.
chr5	87349214	87349364	.	.	.
chr5	87362551	87362671	.	.	.
chr5	87363348	87363504	.	.	.
chr5	87376393	87376565	.	.	.
chr5	87378396	87378538	.	.	.
chr5	87379735	87379850	.	.	.
chr5	87380509	87380595	.	.	.
chr5	87385301	87385389	.	.	.
chr5	87390800	87391931	.	.	.
chr5	177135087	177136345	.	.	.
chr5	177191884	177192019	.	.	.
chr5	177204120	177204292	.	.	.
chr5	177209636	177212195	.	.	.
chr5	177238237	177238507	.	.	.
chr5	177239756	177239865	.	.	.
chr5	177246678	177246796	.	.	.
chr5	177248181	177248324	.	.	.
chr5	177251730	177251853	.	.	.
chr5	177256951	177257151	.	.	.
chr5	177259989	177260168	.	.	.
chr5	177269602	177269807	.	.	.
chr5	177273672	177273784	.	.	.
chr5	177280565	177280834	.	.	.
chr5	177282465	177282581	.	.	.
chr5	177283787	177283928	.	.	.
chr5	177291954	177292158	.	.	.
chr5	177293832	177300215	.	.	.
chr5	1253147	1253831	.	.	.
chr5	1264248	1264592	.	.	.
chr5	1272185	1272280	.	.	.
chr5	1279291	1279470	.	.	.
chr5	1293313	1294666	.	.	.
chr5	88717117	88722925	.	.	.
chr5	88731437	88731901	.	.	.
chr5	88751857	88752043	.	.	.
chr5	88761185	88761328	.	.	.
chr5	88804526	88804801	.	.	.
chr5	88823735	88824275	.	.	.
chr5	151504093	151506097	.	.	.
chr5	151507154	151507611	.	.	.
chr5	151517620	151517765	.	.	.
chr5	151521276	151522086	.	.	.
chr5	151531587	151531972	.	.	.
chr5	151540567	151540763	.	.	.
chr5	151542285	151546337	.	.	.
chr5	151549295	151549505	.	.	.
chr5	151550590	151550871	.	.	.
chr5	151551467	151551606	.	.	.
chr5	151554362	151554673	.	.	.
chr5	151563325	151563639	.	.	.
chr5	151565673	151568944	.	.	.
chr7	116699071	116700284	.	.	.
chr7	116731668	116731859	.	.	.
chr7	116757638	116757774	.	.	.
chr7	116781988	116782097	.	.	.
chr7	148753976	148754150	.	.	.
chr7	148756983	148757150	.	.	.
chr7	148759548	148759638	.	.	.
chr7	148766561	148766723	.	.	.
chr7	148786551	148786599	.	.	.
chr7	148786989	148787120	.	.	.
chr7	148788557	148788674	.	.	.
chr7	148789750	148789826	.	.	.
chr7	148792726	148792818	.	.	.
chr7	148797812	148797859	.	.	.
chr9	128568772	128568897	.	.	.
chr9	128576823	128576956	.	.	.
chr9	128577129	128577273	.	.	.
chr9	128577352	128577506	.	.	.
chr9	128583077	128583281	.	.	.
chr9	128585748	128585965	.	.	.
chr9	128588809	128588943	.	.	.
chr9	128607852	128608276	.	.	.
chr9	128609122	128609561	.	.	.
chr9	128615632	128615840	.	.	.
chr9	128625769	128625978	.	.	.
chr9	128626391	128626687	.	.	.
chr9	128631608	128632323	.	.	.
chr9	128632572	128633190	.	.	.
chr9	15464066	15465580	.	.	.
chr9	15468630	15468843	.	.	.
chr9	15472081	15472750	.	.	.
chr9	15485903	15486068	.	.	.
chr9	15504959	15506637	.	.	.
chr9	21970716	21971400	.	.	.
chr9	21974404	21975098	.	.	.
chr9	36846843	36846929	.	.	.
chr9	36882004	36882105	.	.	.
chr9	36966549	36966724	.	.	.
chr9	37002648	37002776	.	.	.
chr9	37014997	37015194	.	.	.
chr9	136494444	136497558	.	.	.
chr9	136498899	136498996	.	.	.
chr9	136499112	136499259	.	.	.
chr9	136500552	136500847	.	.	.
chr9	136501748	136501913	.	.	.
chr9	136502272	136502775	.	.	.
chr9	136505310	136505881	.	.	.
chr9	136506527	136506639	.	.	.
chr9	136506716	136506973	.	.	.
chr9	136507955	136508139	.	.	.
chr9	136508232	136508385	.	.	.
chr9	136509733	136509961	.	.	.
chr9	136510653	136510805	.	.	.
chr9	136513021	136513134	.	.	.
chr9	136513392	136513537	.	.	.
chr9	136514510	136514702	.	.	.
chr9	136515290	136515400	.	.	.
chr9	136515483	136515716	.	.	.
chr9	136515981	136516094	.	.	.
chr9	136517272	136517385	.	.	.
chr9	136517752	136517937	.	.	.
chr9	136518137	136518292	.	.	.
chr9	136518591	136518824	.	.	.
chr9	136519443	136519565	.	.	.
chr9	136522628	136523188	.	.	.
chr9	136523717	136523979	.	.	.
chr10	129759202	129759341	.	.	.
chr10	129766788	129768007	.	.	.
chr11	533453	533612	.	.	.
chr11	533766	533976	.	.	.
chr11	534212	534375	.	.	.
chr12	56104319	56104825	.	.	.
chr12	56110399	56111309	.	.	.
chr12	56111476	56111529	.	.	.
chr12	56112823	56113907	.	.	.
chr12	98659160	98659343	.	.	.
chr12	98662456	98662568	.	.	.
chr12	98662675	98662806	.	.	.
chr12	98666190	98666357	.	.	.
chr12	98671535	98671719	.	.	.
chr12	98683143	98683274	.	.	.
chr12	98699408	98699569	.	.	.
chr13	25095868	25099254	.	.	.
chr13	110714982	110716008	.	.	.
chr13	110719229	110723339	.	.	.
chr14	22974974	22975295	.	.	.
chr14	22976456	22976518	.	.	.
chr14	22976645	22977223	.	.	.
chr14	22978344	22978445	.	.	.
chr14	22981261	22982642	.	.	.
chr16	2048587	2048753	.	.	.
chr16	2061589	2062008	.	.	.
chr16	2070456	2070578	.	.	.
chr16	2071769	2071934	.	.	.
chr16	2076068	2076257	.	.	.
chr16	2077404	2077726	.	.	.
chr16	2082436	2082504	.	.	.
chr16	10877198	10877382	.	.	.
chr16	10898670	10898732	.	.	.
chr16	10901514	10902184	.	.	.
chr16	10906499	10909187	.	.	.
chr16	10910188	10910259	.	.	.
chr16	10915570	10915650	.	.	.
chr16	10916367	10916459	.	.	.
chr16	10918440	10918526	.	.	.
chr16	29980352	29981754	.	.	.
chr16	29982734	29982901	.	.	.
chr16	29983072	29983332	.	.	.
chr16	29985658	29985861	.	.	.
chr16	29986265	29988398	.	.	.
chr16	50749549	50750202	.	.	.
chr16	50754319	50754424	.	.	.
chr16	50777825	50778294	.	.	.
chr16	50781246	50781411	.	.	.
chr16	50784329	50786781	.	.	.
chr16	50786855	50787746	.	.	.
chr17	7670609	7670715	.	.	.
chr17	7673535	7673608	.	.	.
chr17	7673701	7673837	.	.	.
chr17	7674181	7674290	.	.	.
chr17	7674526	7674971	.	.	.
chr17	7675053	7675493	.	.	.
chr17	7675994	7676272	.	.	.
chr17	7676382	7676622	.	.	.
chr17	82831019	82832636	.	.	.
chr19	6743194	6743598	.	.	.
chr19	6743708	6743890	.	.	.
chr19	6744554	6744700	.	.	.
chr19	6746308	6746561	.	.	.
chr19	6749934	6750066	.	.	.
chr19	23827070	23828135	.	.	.
chr20	487427	487575	.	.	.
chr20	488678	488778	.	.	.
chr20	489780	489881	.	.	.
chr20	492254	492364	.	.	.
chr20	495719	495802	.	.	.
chr20	504784	505229	.	.	.
chr20	508451	508660	.	.	.
chr15	38494382	38494767	.	.	.
chr15	38500103	38500139	.	.	.
chr15	38507726	38508001	.	.	.
chr15	38512783	38512956	.	.	.
chr15	38516197	38516350	.	.	.
chr15	38559821	38560082	.	.	.
chrX	130064874	130067525	.	.	.
chrX	130069300	130069677	.	.	.
chrX	130071040	130071232	.	.	.
chr22	41091786	41093098	.	.	.
chr22	41117187	41117821	.	.	.
chr22	41129890	41130003	.	.	.
chr22	41135813	41135906	.	.	.
chr22	41149761	41150198	.	.	.
chr22	41151833	41152012	.	.	.
chr22	41157169	41157408	.	.	.
chr22	41168721	41168867	.	.	.
chr22	41169503	41169616	.	.	.
chr22	41170406	41170571	.	.	.
chr22	41172499	41172663	.	.	.
chr22	41173623	41173784	.	.	.
chr22	41176773	41180077	.	.	.
chr22	36284093	36284511	.	.	.
chr22	36285121	36285329	.	.	.
chr22	36289085	36289297	.	.	.
chr22	36291986	36292234	.	.	.
chr22	36293329	36293481	.	.	.
chr22	36294092	36294298	.	.	.
chr22	36295505	36295717	.	.	.
chr22	36305930	36306051	.	.	.
chr22	36312049	36312222	.	.	.
chr22	36314145	36314318	.	.	.
chr22	36316513	36316669	.	.	.
chr22	36326568	36326661	.	.	.
chr22	36348904	36349255	.	.	.
chr7	6387212	6387283	.	.	.
chr8	68721361	68721437	.	.	.
chr5	23522304	23522405	.	.	.
chr4	186609183	186609320	.	.	.
chr8	112244394	112244573	.	.	.
chr5	24511327	24511514	.	.	.
chr1	103573063	103573260	.	.	.
chr6	152442075	152442245	.	.	.
chr2	140813657	140813806	.	.	.
chr5	41038736	41038888	.	.	.
chr5	11346372	11346627	.	.	.
chr2	79909594	79909797	.	.	.
chr3	7146452	7146668	.	.	.
chr5	40979725	40979909	.	.	.
chr6	26031650	26032060	.	.	.
chr2	177233477	177234271	.	.	.
chr2	140601450	140601639	.	.	.
chr4	1801835	1802025	.	.	.
chr5	23524334	23524527	.	.	.
chr2	152618846	152619158	.	.	.
chr11	55885425	55885839	.	.	.
chr14	105644496	105644790	.	.	.
